,Unnamed: 0,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Overall_happiness_score,Num_of_kids_born_last_10_years,Looking_at_poles_int,Married_int,Gender_int,Voting_time_int,Financial_agenda_matters_int,Will_vote_only_large_party_int,Age_group_int,Most_Important_Issue_Social,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Healthcare,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Other,Most_Important_Issue_Military,Main_transportation_Car,Main_transportation_Public_or_other,Main_transportation_Foot_or_bicycle,Main_transportation_Motorcycle_or_truck,Occupation_Services_or_Retail,Occupation_Public_Sector,Occupation_Student_or_Unemployed,Occupation_Hightech,Occupation_Industry_or_other
Avg_environmental_importance,0.015085246608645898,0.0021555513737325223,0.006638814575867281,0.003226242982038172,0.005848890868024281,0.005054217553255347,0.0008740522178510786,0.0011044125442972838,0.0030747553841511473,0.003899946929581761,1.0,0.0009514350396338864,0.0005894333318781459,0.03220496277388915,0.012473233496566162,0.004973603112987371,0.010631741496892009,0.005195403541772373,0.016511566656296068,0.009712272474684798,0.0018809203433550773,0.008016568369709445,0.0007685852019772349,0.005280115393755152,0.011875518501189977,0.009598569586014334,0.004256574076217641,0.01898550170561374,0.004025919830344295,0.0036771472648694493,0.018002490209654887,0.011547687854297732,0.008058916189259795,0.010641628124106267,0.005380726060368943,0.0018744039973295735,0.0006410468503765094,0.0005886357496308202,0.01237395246370179,0.0023226153462759668,0.017152331306326193,0.02568976484211318,0.015868314930268336,0.0073548524662552794,0.014519862953026616,0.0023014137846725747,0.007240676721013099,0.014197794080786056,0.014402886979312784,0.024633678809583046,0.02191446316876019,0.0036726712993553627
Avg_Residancy_Altitude,0.008152627316259783,0.003540462442240739,0.0031844313930436746,0.0051116265302683815,0.0021181055755704593,0.02493719100620374,0.0045613294404975,0.007880199751959936,0.00211987481280822,0.006223358789817978,0.0009514350396338864,1.0,0.0003417459209331426,0.0013102460128802602,0.027003986242761676,0.027062740391664158,0.027904660147087743,0.022466105117544963,0.025417781721159886,0.027331059961351153,0.0018151510865313594,0.00461408241885075,9.643073038223682e-05,0.0037858650632582227,0.0242705243972345,0.00036748581536524876,0.013616185180710956,0.006768825322450722,0.005817646376470908,0.004477454695847397,0.030308616968740366,0.001996880828949563,0.021556106838175947,0.0021613594814774983,0.02896310087808484,0.006632524443044648,0.005328771260682722,0.004171201413407603,0.0002313713744079059,0.001696355646649057,0.006689244286795282,0.005163236040154952,0.0016467816486557187,0.013927993021758941,0.012584992053225963,0.006628754388177864,0.010690194955776892,0.011344467542886252,0.013731191314408994,0.01974232082371389,0.021949632891416573,0.003937576264043862
Yearly_ExpensesK,0.006408262090438648,0.032591617417664594,0.002164360893038679,0.0044922234295889756,0.0010840302856417855,0.0019264094484857303,0.005884505812967311,0.0011910268845407442,0.02174459935335909,0.02141050913856426,0.0005894333318781459,0.0003417459209331426,1.0,0.024024107358182095,0.00753815702072845,0.0014508942939608412,0.009084948241265735,0.0007452242241119209,0.009122192193083804,0.0029299062047915873,0.00239318418961365,0.0006517130355002653,0.008820513729738863,0.010223537275097698,0.010697210069655756,0.0061696467079519835,0.007908431144896994,0.012258636781483362,0.009990790998042716,0.006188939151194386,0.013955190923333709,0.0060766443981115,0.0009352001422420749,0.01328271567019633,0.01159892289390517,0.007153619290194799,0.012203629067497602,0.009059225161633022,0.0030761012840717044,0.022822853899981732,0.0019056027265396444,0.00982154480644839,0.005475980961914663,0.013035115622778025,0.007406893379230852,0.006939331762412037,0.027799757026756924,0.0021294472550664034,0.004877608544967667,0.005151814110988823,0.0015821584045868252,0.0070084054696900235
%Time_invested_in_work,0.004228366652946602,0.002278546516310405,0.003232787097038894,0.0063670000312409806,0.0035810277335334307,0.0011244356119806617,0.0013087433438902791,0.0010577596057511243,0.008418660801422584,0.00463104008064098,0.03220496277388915,0.0013102460128802602,0.024024107358182095,1.0,0.0056915808004473194,0.0014895800870573998,0.003234321096391698,0.0003639164004947103,0.007423294516896402,0.014039236733428504,0.01590428929864688,0.0019375674209504068,0.01696022926537472,0.005392977316986539,0.0012628978473502687,0.02425105039073146,0.01401896034764919,0.0002789948885957023,0.0012130830810017398,0.0036576498244956512,0.001917903835338754,0.00949194269582398,0.008169239842812443,0.002808400940021325,0.013608448284107502,0.004768708031181303,0.005171362314222558,0.003282952055990166,0.008823947219987128,0.008989798615054168,0.0017296182558144994,0.0035470225794337535,0.018103814090461176,0.010872102877791475,0.011905965677961403,0.007750833079729337,0.006465590652078581,0.014863231791120163,0.0015157749957504627,0.0035511768031182937,0.012080660596494847,0.0014577224562420542
Yearly_IncomeK,0.009851546751932968,0.024539702588282825,0.13178894639021546,0.022601852379237716,0.13016874184169477,0.31623663087789405,0.012925256967866996,0.0025240297200080893,0.012852770092735348,0.010488137710187065,0.012473233496566162,0.027003986242761676,0.00753815702072845,0.0056915808004473194,1.0,0.4498031747339949,0.9443139476579204,0.35604213934022305,0.9621879989318516,0.2595350694059116,0.005177252068772056,0.13995242570572833,0.020326247443556315,0.01413111331967628,0.8924803048183039,0.0228036806610151,0.2260599213167856,0.025848620947771697,0.13939430965973684,0.28008982166979307,0.016322832560825944,0.0040637690803049685,0.003969057641172759,0.1529414498889892,0.015097872592964356,0.0005006247908537942,0.003663061823631732,0.02113495879931716,0.016088298236297344,0.004459958791140094,0.011506846563954308,0.06311539220177727,0.011035740266256255,0.011210720072050004,0.006887643316296918,0.02663614658685761,0.02456447971980392,0.007082361990076944,0.01195704799060831,0.02118156496181836,0.005840303078326033,0.006622829109929964
Avg_monthly_expense_on_pets_or_plants,0.007216961751304383,0.026799860570236467,0.018691200846834826,0.38567353481051586,0.013537702944417094,0.9827521217865064,0.004515346517477944,0.017636976252386142,0.018178355831611145,0.02735866742765832,0.004973603112987371,0.027062740391664158,0.0014508942939608412,0.0014895800870573998,0.4498031747339949,1.0,0.5724897005688449,0.9635532519466539,0.4092728370547726,0.39615033839835745,0.00210958400626392,0.008586495842074096,0.048633908936699194,0.013545259685980386,0.42177493037121144,0.1347895981654217,0.06552419881411796,0.0031003484000493666,0.0271936337978292,0.7194208800492298,0.010010896058410998,0.0047321096905404035,0.0019569653193526274,0.0010482875222125364,0.006398644495096522,0.00896736815709349,0.013565740062329884,0.0087881181543632,0.01770079386147964,0.014596882860466252,0.06435269951962662,0.00594162217563559,0.03368409396203129,0.011024812208518395,0.002005604928068456,0.010374159016957327,0.0010089052555749215,0.0019609870901498706,0.006414878669554766,0.01563954300053491,0.014503856513317342,0.012460461883719348
Avg_monthly_household_cost,0.006359463573994851,0.0284466472570936,0.16295144628252542,0.019421089523482434,0.16107139179805616,0.45414982326854,0.007827650788211833,0.00039232213927692963,0.016315577850599415,0.021179639278392073,0.010631741496892009,0.027904660147087743,0.009084948241265735,0.003234321096391698,0.9443139476579204,0.5724897005688449,1.0,0.47883005359460173,0.9153471680774619,0.3504296664436161,0.0013414841189639912,0.17164350451985808,0.03022364527133717,0.008020925634188153,0.9575168978159383,0.002727663422891173,0.4127892456362664,0.02607549751161174,0.1780891490311271,0.3700203978452523,0.006418182142240802,4.705694250189875e-05,0.008376501179649635,0.19721031559892235,0.011867400137911738,0.005029445508416512,0.003374279405647711,0.01859540554546778,0.017435842729418154,0.0034807983208761713,0.003793742588886638,0.05587974395737481,0.029968980798073572,0.0042627711549896655,0.0023853848755536824,0.018254690768261382,0.0188284267929584,0.00770009439588153,0.012333043609045496,0.019666421423938797,0.011295968023485082,0.0015155017313571734
Phone_minutes_10_years,0.011506305443138307,0.032039679611004006,0.05854647558546062,0.4257618902247235,0.06370879591264922,0.9663258768618248,0.001417531051142869,0.020912820142847476,0.015009597823501588,0.028083816768640763,0.005195403541772373,0.022466105117544963,0.0007452242241119209,0.0003639164004947103,0.35604213934022305,0.9635532519466539,0.47883005359460173,1.0,0.29572326881095884,0.21644576055713052,0.002833555436144226,0.07866668349605374,0.016189019730141464,0.013019401605691013,0.3257588023475199,0.1259343828416925,0.11722813309263799,0.003018967225609596,0.0811325644553707,0.7787662875935976,0.01183627727615514,0.005086631792082609,0.0008302653656247439,0.090314139726394,0.0064232148756975475,0.00506934467717742,0.0034435271853150147,0.00340378192666036,0.008488971059712531,0.0031042015415632383,0.03629337485250363,0.008772670776831342,0.007412335399050273,0.007810939212642555,0.003041575203982765,0.013961554781177136,0.0005792683666411262,0.0031696476431515045,0.006772992742469694,0.015836015566488507,0.012797289569549654,0.008393525015641832
Avg_size_per_room,0.007918677653607572,0.020541565648781727,0.18183761405736,0.06456920963034818,0.18057167721155526,0.27757256206477665,0.009269777877815988,0.008598245588777002,0.014677501963511698,0.009201889559191215,0.016511566656296068,0.025417781721159886,0.009122192193083804,0.007423294516896402,0.9621879989318516,0.4092728370547726,0.9153471680774619,0.29572326881095884,1.0,0.35699622957858856,0.012197788078180848,0.19250888976104716,0.0007534374746673466,0.012935125993487324,0.8733539646478676,0.03996865721681868,0.23744142751062683,0.028413320090005363,0.20374910181162437,0.21633446470233747,0.013348799980061325,0.003237155228616596,0.003359024752414181,0.20499316379765034,0.009237686173339895,0.0011090713390321558,0.0017230971709927465,0.010211717322780032,0.008331906172474663,0.007832193469535656,0.023951397858641702,0.04497907513697907,0.003943317273411029,0.006716060379004384,0.0015332726317619158,0.025018389182550553,0.018649103645467843,0.014210611809300732,0.011289836328341685,0.012768720421430957,0.0074429407212813475,0.004260144227223458
Weighted_education_rank,0.0140342638943751,0.0013225069772798748,0.3147098919277967,0.08461825574532905,0.31388006536268304,0.3794547728174527,0.017172666917753543,0.003945394447442969,0.0088968397989436,0.014941665916169989,0.009712272474684798,0.027331059961351153,0.0029299062047915873,0.014039236733428504,0.2595350694059116,0.39615033839835745,0.3504296664436161,0.21644576055713052,0.35699622957858856,1.0,0.002087682141475005,0.34450802679682335,0.15924178860720112,0.0012212685620876127,0.3317600996289408,0.14130681327389272,0.2164713424588925,0.023631168418802403,0.4377642475061353,0.031599450242941536,0.011426163305269044,0.004730072758438968,0.014693530956992067,0.3433757468010932,0.013068542149648657,0.016987696924792302,0.04731411280207178,0.038019928709080886,0.041855749296353814,0.04899240937799515,0.1488491602764337,0.08747266905775954,0.10607092844179924,0.012011107787612722,0.014973660019996421,0.0016051898259415369,0.0047282797993431274,0.015231685131784849,0.006167075186224035,0.010329701703062398,0.0030637530981065877,0.010996535922217214
%_satisfaction_financial_policy,0.0027786114673818045,0.010373740949524288,0.011514879705057723,0.01562749795336438,0.01408503642846229,0.0043699011646592826,0.004625301092965172,0.004709252547180789,0.013261728654764968,0.0026383321242418535,0.0018809203433550773,0.0018151510865313594,0.00239318418961365,0.01590428929864688,0.005177252068772056,0.00210958400626392,0.0013414841189639912,0.002833555436144226,0.012197788078180848,0.002087682141475005,1.0,0.013070147263745393,0.016374496315596575,0.003961659189362025,0.0033860372691447947,0.008060004999086446,0.0047842819186275105,0.019613339501216003,0.011238044268445026,0.0008511447095674744,0.013050009598232794,0.025541743317609333,0.004238913687154783,0.002250051884403327,0.010065650653701162,0.009462863062060303,0.0049554509289342925,0.009130582051987518,0.008079689441114313,0.010478596076106734,0.012910374893576285,0.002261987448980268,0.01562279899470091,0.011463660102962988,0.0032611612376085507,0.006090599463621736,0.006048813138454144,0.005202813174432627,0.004526377656224098,0.0019241830409926237,0.010293866592597295,0.002869694381702106
Avg_monthly_income_all_years,0.005099563367001632,0.013891302413709825,0.9285314697832585,0.7961767124066121,0.928992515478464,0.01492814748078082,0.011711500641428745,0.008170990540037048,0.013793902061514728,0.006745380604240028,0.008016568369709445,0.00461408241885075,0.0006517130355002653,0.0019375674209504068,0.13995242570572833,0.008586495842074096,0.17164350451985808,0.07866668349605374,0.19250888976104716,0.34450802679682335,0.013070147263745393,1.0,0.12517561871013588,0.0007329339560072419,0.21760632606020922,0.2535279665158528,0.2530372562821667,0.03556928177879099,0.7561922081435949,0.17391635347534778,0.009314156582426467,0.005624852042394237,0.0018546637515193913,0.6813768755947293,0.017528492166287993,0.024895657315653064,0.04193124469221356,0.02197890912441115,0.02128544947522781,0.03389096543496487,0.08144884926680061,0.07963904012446431,0.09875997777279537,0.00491614831616758,0.0006820861264951131,0.0027853195065059315,0.003193268190448198,0.0033033160965324497,0.006152326238802327,0.0031421652819180156,0.008144795054466705,0.008552325197834502
Last_school_grades,0.002583508198248129,0.015862228103698455,0.11383879963147883,0.08143554073870726,0.11510475469465231,0.05489951006479833,0.005844947447853122,0.011290437510344507,0.004421724193033481,0.0066537094287998436,0.0007685852019772349,9.643073038223682e-05,0.008820513729738863,0.01696022926537472,0.020326247443556315,0.048633908936699194,0.03022364527133717,0.016189019730141464,0.0007534374746673466,0.15924178860720112,0.016374496315596575,0.12517561871013588,1.0,0.014976289322380298,0.056335844331791285,0.571383709040875,0.1048848848390013,0.013553481872249017,0.1555573973743173,0.05273227262871668,0.006357709130023061,0.002596869754407345,0.003578767176701489,0.1666595755974389,0.038010445969070425,0.1029813146157614,0.584108560118052,0.37061915496911185,0.3141512864049589,0.13099600401264944,0.37969061034340246,0.25737812909718905,0.5530675782447617,0.007636552762882229,0.01037631639608722,0.003698480628507209,0.0001695008218224752,0.007099155843081151,0.0017152886429515832,0.004414328317007038,0.00853114912017059,0.013598551258279499
Number_of_differnt_parties_voted_for,0.001260637152637935,0.006337056628541987,0.0017345575732619436,0.002778197821740185,0.00360810124475567,0.012641637547343602,0.026071139887994577,0.020078459017135893,0.0019449287872912847,0.016113297222196996,0.005280115393755152,0.0037858650632582227,0.010223537275097698,0.005392977316986539,0.01413111331967628,0.013545259685980386,0.008020925634188153,0.013019401605691013,0.012935125993487324,0.0012212685620876127,0.003961659189362025,0.0007329339560072419,0.014976289322380298,1.0,0.0023540883006126236,0.0135927529706616,0.019170361854228015,0.006840110065340751,0.0014740333012995058,0.009919076753042091,0.005029129213135064,0.0010753335528453374,0.01999356072799659,0.0021120844358812362,0.0016730697514306975,0.023464514535737807,0.021940090701449973,0.008855337030770362,0.008482665595831863,0.007506454825450619,0.00027922539150276984,0.005804031337355669,0.005709670029449629,0.01040096330103811,0.0021651330954181505,0.005534363848532843,0.010476114413604388,0.01205947363303607,0.004661462948908474,0.003952198593524894,0.01570075005963224,0.002972742159759083
Political_interest_Total_Score,0.005477366021649825,0.019619549118452543,0.20303165303381748,0.0690549021580645,0.20277511742193818,0.30256459037390737,0.003471886293206942,0.002241643943415699,0.012511889125039604,0.022370763048857635,0.011875518501189977,0.0242705243972345,0.010697210069655756,0.0012628978473502687,0.8924803048183039,0.42177493037121144,0.9575168978159383,0.3257588023475199,0.8733539646478676,0.3317600996289408,0.0033860372691447947,0.21760632606020922,0.056335844331791285,0.0023540883006126236,1.0,0.05162725302628863,0.5992968699543636,0.032952291340030165,0.22078661883566833,0.2544852163746638,0.005616234806664789,0.002619104316751934,0.01044805131254719,0.25366312980346234,0.009607941916994723,0.015733604387728924,0.012545575226898914,0.02215290988881061,0.024257224687574516,0.005342778789741298,0.020605024709059516,0.05796158822647578,0.056101665082954985,0.0039199797629059195,0.0015607097418110386,0.01984841917262724,0.019342106427669342,0.0036258906053690445,0.01750133935367441,0.01869185966939784,0.007842794151769614,0.005263779387285382
Number_of_valued_Kneset_members,0.007897381455207474,0.0007390214079029937,0.2317909967600283,0.16342283028553925,0.23280590908468785,0.1373210866034867,0.010891352158178588,0.007272072931373641,0.008638546659256147,0.008890432607957112,0.009598569586014334,0.00036748581536524876,0.0061696467079519835,0.02425105039073146,0.0228036806610151,0.1347895981654217,0.002727663422891173,0.1259343828416925,0.03996865721681868,0.14130681327389272,0.008060004999086446,0.2535279665158528,0.571383709040875,0.0135927529706616,0.05162725302628863,1.0,0.17855385530890153,0.01384740430792454,0.32865516082584373,0.09041435281827746,0.0036677048256919687,0.004649459063492152,0.002215118211196321,0.18193058822994895,0.030424995231057548,0.1111147053771404,0.3930023282914292,0.2183126844501133,0.2571866020790145,0.05054280025904944,0.17282802206178002,0.08841028333843115,0.2702822915811655,0.008007993189545558,0.01659821082681496,0.005987049753146477,0.033970313849981046,0.0034520181900163953,0.004565817016524084,0.0019030680236912115,0.0031335475226219158,0.002065241577334472
