,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
8677,9.0,770.36364433883,103694.008573712,Financial,256.787881446277,No,403.81192441671305,Yes,Female,By_16:00,0.7021876915823672,0.0316518216859549,8.09306737966835,3.89043821720406,,4.01431263890117,7510.0,8.56714164838195,427.24310080259806,4892.605445772329,51798.921239818206,No,163064.07030112902,20.6698597189869,124.88329456074301,38.924437062814796,66206.8039391133,60.0,30-45,4.0,658.6971670884919,11.0,Foot_or_bicycle,Services_or_Retail,467.594367848964,0.0,Yes
2032,7.0,996.7706427372141,103018.163305442,Healthcare,332.256880912405,No,310.055770771536,Yes,Female,After_16:00,0.766472801100463,0.90000533615239,6.2453800998628095,6.26167699694633,5.2873723278753495,9.47365794563666,4874.0,97.7207794319838,369.153008703598,3838.86372512255,43683.9343619129,No,96134.58098873109,19.213354956997897,257.23246824173305,82.2489622514695,110736.891794552,80.0,45_and_up,5.0,556.3029710518911,7.0,Public_or_other,Services_or_Retail,386.119372283,1.0,Yes
7105,5.0,136.93983153213,12683.1113161615,Social,45.6466105107098,No,277.854394318846,Yes,Male,After_16:00,0.420492230216041,0.121099896263331,1.00656915688887,7.19129353528842,2.83772377995774,2.9654341842979197,9358.0,12.2128966497257,517.00163369156,3812.5472105715794,61124.5031122956,No,77203.0644422926,22.7376699266121,270.810445815957,54.523478052578895,2139.25966162716,70.0,30-45,2.0,820.0618600488631,10.0,Motorcycle_or_truck,Industry_or_other,653.949900589148,5.0,Yes
7477,2.0,497.409314908725,86251.7180886436,Military,165.803104969575,No,520.205686766065,No,Female,By_16:00,0.48910110350698205,0.0334725077264011,3.8469583285041202,2.0787770464085003,0.0858955341391265,6.92955774022266,7997.0,24.4141808245331,422.610958831492,,51917.366385730995,Maybe,270613.956543753,20.557503711090302,125.857705210642,48.1389112072065,27666.4727225215,30.0,45_and_up,2.0,633.783323020353,9.0,Public_or_other,Services_or_Retail,402.825782790807,0.0,Yes
2823,3.0,156.67522905476102,19469.0255316584,Environment,52.22507635158689,No,372.790752867264,Yes,Female,After_16:00,0.10223867977038,0.7420827480964359,9.52631261665374,5.3125008265487805,0.6913997582159941,9.357455549761651,6137.0,72.6902597118169,395.710547578652,4519.32862382994,49201.430598753606,No,138972.945423341,19.8924746469275,164.986691635242,76.20288974139841,2789.68367628067,90.0,Below_30,4.0,637.052133188339,,Motorcycle_or_truck,Industry_or_other,487.267130161652,0.0,Yes
6328,6.0,1311.95520287931,227151.94881792399,Financial,437.31840095977003,Yes,519.420057146921,No,Male,By_16:00,0.41665437375195297,0.46682990109547995,1.7107817484065901,5.31692191725597,8.73096722178161,0.0595223112031817,6793.0,39.327969192527206,571.968745355819,6338.13806218084,59970.2357675084,Yes,269797.19576651,23.915868066115,276.222506529069,13.676293171010899,191694.70221897,60.0,45_and_up,2.0,683.726814959826,8.0,Car,Student_or_Unemployed,234.025876849794,1.0,Yes
8175,9.0,108.298075124433,25398.096324833998,Environment,36.0993583748109,No,703.560879424273,No,Male,By_16:00,0.297009777277708,0.61886744806543,4.65842246543616,1.34394428459927,9.029964201617991,9.19461095472798,9663.0,99.3450199952349,635.558686870822,8306.72616798438,74175.61838322111,No,494997.911056257,25.2102893055756,,15.0718049611896,1349.26303344784,90.0,Below_30,1.0,889.541264459703,10.0,Car,Hightech,494.36471666707297,0.0,No
2685,2.0,124.299294793457,12632.075372771298,Education,41.4330982644858,No,304.87885052996,Yes,Female,After_16:00,0.12482909648679198,0.657328188186511,6.600831982214,8.34631337085739,6.889056009240449,3.52232232224196,7503.0,,534.645497635687,4118.079500570971,63323.306303418605,No,92951.11350046961,23.1224025057018,259.93394715713,90.20968752447521,1768.1347300590198,100.0,Below_30,4.0,845.7715727849901,12.0,Car,Services_or_Retail,668.205479719751,1.0,No
8755,4.0,1496.5224871540802,165353.232239959,Financial,498.84082905135995,Yes,331.4749367136,Yes,Female,By_16:00,0.29889470757916603,0.363818781450391,3.8981438591145,6.1184390611015305,2.7310072793625295,9.68379998812452,6930.0,48.1675778981298,626.974612010691,4568.69859115738,68182.2133691199,Yes,109875.633669285,25.0394610966508,214.517627856689,74.7747572837397,249351.0135577,60.0,Below_30,4.0,866.7544376143179,11.0,Car,Industry_or_other,538.659586266672,0.0,No
6109,3.0,1553.87084181048,234816.67066861698,Education,517.956947270159,Yes,453.351715632343,Yes,Male,By_16:00,0.6869470388628539,0.319226877763867,4.687291865702719,7.20407188870013,0.15552830882370497,5.4304208047688,,76.0711105773225,424.9874748408,5383.49210600503,51468.596935814196,Yes,205527.77806678897,20.6152243461186,116.228101795949,75.94916678499429,268807.356172692,100.0,45_and_up,3.0,640.054763763441,15.0,Public_or_other,Industry_or_other,424.46172968697306,0.0,No
7423,2.0,1220.7452905338198,310788.397816873,Environment,406.915096844606,Yes,763.7671844246111,No,Female,By_16:00,0.65742414467968,0.849653696641326,4.499581221025441,4.28174690110609,6.851287365425381,2.01057266909629,6715.0,88.67376255802809,197.434871983374,8032.541588212859,31815.652032244703,Yes,,14.0511519806518,544.5333241548269,77.4024918675423,165996.81113689998,90.0,45_and_up,2.0,320.085932322202,14.0,Foot_or_bicycle,Hightech,132.03565818940902,0.0,No
2666,2.0,188.44521265528,42467.924749518395,Social,62.8150708850932,No,676.078593100761,No,Male,After_16:00,,0.6846903695259239,8.720555978361519,1.9239429035224,3.96489131497219,1.6515677003189901,7323.0,,632.080051713188,8024.9460344339905,73422.7523127807,No,457082.264049104,25.141202272627897,220.191473260727,23.1924920342863,4018.54820118437,70.0,Below_30,2.0,883.501907873961,6.0,Public_or_other,Public_Sector,,0.0,Yes
2222,8.0,515.95233848809,70033.0223101997,Foreign_Affairs,171.98411282936297,No,407.206346900681,Yes,Male,After_16:00,0.12460438464768199,0.96341955428943,,1.40138701535761,1.3322375272400702,3.99285399354994,4772.0,96.5655082138255,414.243181820925,4900.54983264866,52136.3488779565,Maybe,165817.008956198,20.3529649393135,128.796586889345,9.01244389824569,29760.5191785326,40.0,Below_30,0.0,676.0261599587039,8.0,Foot_or_bicycle,Services_or_Retail,524.973323259608,0.0,Yes
3002,8.0,1119.73190628926,281763.884765851,Education,,Yes,754.905392576347,No,Female,After_16:00,0.648586153285578,0.18881511641666301,7.64564916724339,8.911075647920368,,0.910114669241011,7257.0,3.0836056917905803,294.286390123916,8137.6267060113005,36746.2833100788,Yes,569882.151740848,17.1547774722937,584.352210356459,28.4313865704462,139694.304186783,100.0,30-45,3.0,348.39134311628095,12.0,Motorcycle_or_truck,Industry_or_other,16.0861054942438,1.0,No
9087,10.0,169.387561761618,21932.8081928516,Environment,56.462520587206,No,388.448974022981,Yes,Male,After_16:00,0.12353023746982199,0.44287657202221503,2.1455867751501496,2.6147663593292205,4.21350057702512,1.83281068690121,,46.5172514785081,457.879740990904,4800.24922221161,54768.418675428205,,150892.605419506,21.3981247073407,119.247580605771,31.4451867016032,3254.47875164787,90.0,30-45,4.0,701.6846390281371,14.0,Foot_or_bicycle,Industry_or_other,501.495949468052,0.0,No
1126,8.0,274.56256033665903,25241.9514651627,Social,91.5208534455529,No,275.805464163198,Yes,Male,After_16:00,0.383521811338142,0.11915455921553099,7.98277051188052,7.06491779070348,,7.642702015582469,8595.0,54.1556192096323,491.28410299062597,3740.62284761323,59085.8813288616,No,76068.6540622771,22.1649295733288,273.427997202085,23.391333338804497,8477.58746884792,70.0,30-45,3.0,797.876678213039,9.0,Car,Hightech,656.280878210311,1.0,Yes
6966,7.0,741.2751106921919,110511.91775683801,Environment,247.09170356406398,No,447.25062057045403,Yes,Female,After_16:00,0.8755226763896641,0.437933408422396,2.9091792018152796,6.30269322777167,8.93207425251603,6.63059350335971,5581.0,67.8979171207175,416.601029360705,5305.70826442595,53359.8194849892,No,200033.11760065603,20.410806680792998,106.618501864668,39.0278900275007,61311.4016737554,90.0,Below_30,1.0,689.850262099834,11.0,Car,Public_Sector,540.368547236308,0.0,Yes
7509,8.0,383.173365209569,38860.0153451094,Financial,127.72445506985599,No,304.24882473646704,Yes,Female,After_16:00,0.991313085891306,0.576243264833465,7.1833039121702305,5.3528578346595195,6.6170015418902,4.358461240772161,9619.0,44.936332385986994,257.31199380968496,3557.11223498404,37978.4984852207,No,92567.34735352131,16.0409474099781,313.36802571374403,42.4117371672764,16451.2608779616,60.0,Below_30,3.0,527.686306465971,7.0,Car,Services_or_Retail,531.3612591272171,0.0,No
1581,3.0,930.4718827062101,128709.57079824,Financial,310.15729423540296,No,414.98160188537,Yes,Male,After_16:00,0.871204849565402,0.8824131162837149,0.362882788758725,1.54442505678162,9.48838205076754,9.684632492717359,7638.0,47.030326002277405,448.128390015651,5046.072798885,,No,172209.729903348,21.1690432002878,100.123565965736,33.7698943447322,96517.7044616619,60.0,30-45,1.0,689.6674377608771,9.0,Foot_or_bicycle,Services_or_Retail,489.70745311650904,1.0,No
4522,3.0,159.546142562467,25296.767189438102,Other,53.1820475208222,No,475.663656603928,Yes,Female,After_16:00,0.4399895563256,0.38853107066825004,1.57752524828538,8.411167159210889,4.32909054448828,0.11554645840078599,7858.0,87.583481403999,428.938265313994,5614.5130966672705,54393.227185163094,Maybe,226255.914213819,20.710824834226,78.0986525132637,98.3335542259738,2891.51222602781,50.0,45_and_up,1.0,694.303930481613,10.0,Public_or_other,Public_Sector,521.38625207725,0.0,No
3136,2.0,775.027894395787,111142.342187505,Healthcare,,No,430.212936816237,Yes,Female,By_16:00,0.699580566724762,0.215350254205987,3.25953107094392,7.199591370299459,5.8031277032569095,3.3556402684189397,5249.0,39.1787777189165,410.701761089039,5123.53289034045,51075.08813783139,No,185083.17100405198,20.265778077563102,116.24503405008001,3.5310700070112904,,80.0,Below_30,2.0,649.725211810286,10.0,Public_or_other,Public_Sector,474.144666297055,0.0,No
8040,10.0,994.103058017166,156003.49950931402,Healthcare,331.367686005722,No,470.78670038641195,Yes,Female,By_16:00,0.312842522049323,0.22536113299429397,5.831215938087549,7.09519729716703,8.3676426531747,8.733897744677959,8545.0,,403.31783652615997,5514.502676916441,51121.018671348895,No,221640.117260725,20.082774622202,104.852722330856,66.3338055368513,110145.911014793,80.0,45_and_up,2.0,645.982502101034,10.0,Public_or_other,Student_or_Unemployed,471.83555837769796,0.0,No
8541,2.0,374.866284275062,37297.7194877043,Environment,124.955428091687,No,298.48818940732,Yes,Male,After_16:00,0.25496907578781197,0.4502745666541161,,6.32410607999191,6.933436288964,2.71022075321525,9482.0,41.604062658734605,380.422306144572,3745.72650636234,44748.406897283894,No,89095.1992156598,19.504417605880302,254.08319882473597,60.089053609408396,15748.814437668601,90.0,45_and_up,0.0,573.105485466362,9.0,Motorcycle_or_truck,Industry_or_other,401.75318199102895,1.0,Yes
6682,3.0,1532.8564585621803,235721.75167048103,Healthcare,510.95215285406096,Yes,461.338210150978,Yes,Male,After_16:00,0.12337385793216499,0.5515749778132889,3.01898598205298,2.19076524255797,0.638204906135798,6.699240317102519,6543.0,31.858145724982,496.196346747284,5605.7747950043395,57473.060803812004,Yes,212832.94414530802,22.275465129762896,78.3674873575945,76.379578304477,261593.05465905397,,Below_30,2.0,708.6801742064059,14.0,Foot_or_bicycle,Industry_or_other,431.939282237506,3.0,No
630,4.0,245.41440742586002,30399.6812491872,Healthcare,81.80480247528659,No,371.612427746782,Yes,Female,After_16:00,0.689967544516549,0.977157040964812,6.601330768316981,0.47435677843168395,9.04453454073519,0.17629861598834398,9732.0,46.227138931863,428.81120645080705,4573.74669036943,51675.627746312806,No,138095.796455857,20.7077571564573,148.082353036169,27.8256074292585,6783.83051049594,80.0,30-45,3.0,663.380892896774,14.0,Car,Services_or_Retail,480.579128632739,0.0,No
5027,1.0,704.9349697133059,81340.6105906494,Financial,,No,346.16218836638296,Yes,Male,By_16:00,0.298270668601617,0.6893336186185479,6.324357665143911,7.68600502051413,4.94014211697504,9.887917523738,7967.0,13.3385793771595,363.05940750836703,4187.74069868056,47604.777450060996,No,119828.26065460301,19.054117862246102,212.202413754017,80.6588445790112,55459.7907148711,60.0,45_and_up,0.0,636.918982271627,5.0,Public_or_other,Public_Sector,551.0985933549169,0.0,No
1412,7.0,394.862921543097,36167.297575938996,Healthcare,131.620973847699,No,274.783695323428,Yes,Female,By_16:00,0.873939640121534,0.922353331930935,4.86945296404883,5.90684643946588,9.834551487583669,6.4835589891299605,5233.0,80.4454276105389,538.1253391988549,3824.0876316319896,62510.124924758304,No,75506.0792155983,23.1975287304242,269.48492955506197,5.39856383111328,17465.7017304644,80.0,30-45,2.0,833.286282818956,12.0,Car,Student_or_Unemployed,642.990216015287,0.0,No
9269,9.0,,40223.8204744139,Financial,139.96610323417102,No,287.382584389859,Yes,Female,By_16:00,0.6498909001238641,0.9502781750634309,0.21515323081985102,7.14224027236924,4.93082705885172,2.8837392013520002,6173.0,71.93335290066901,550.105944817435,3974.03773353346,63572.29873352809,No,82588.7498105946,23.4543374414507,258.481405433051,59.1450506355613,19740.4761577928,60.0,Below_30,3.0,842.927504720452,12.0,Foot_or_bicycle,Industry_or_other,638.187791891549,0.0,Yes
7895,2.0,100.107197417042,10532.587627943001,Education,33.3690658056807,No,315.639271691865,Yes,Male,After_16:00,0.426265541696921,0.317492042435333,,9.527542304713279,6.17996599525213,1.38295771786943,4657.0,6.7479766905307805,404.442277319875,3965.2772715584,46541.0250407009,No,99628.1498341711,20.1107502923157,238.117092351614,30.018099839799103,1156.86361854953,100.0,45_and_up,2.0,587.2962210255349,10.0,Public_or_other,Industry_or_other,383.468488536922,1.0,Yes
1553,8.0,390.096735610307,35852.1380043445,Healthcare,130.032245203436,No,275.717288033086,Yes,Female,After_16:00,0.770470193587244,0.8803624215070159,9.04314404120669,7.0284956204704905,9.09710124833509,9.56424454459921,6571.0,66.3869429379702,504.066796210598,3765.30647275205,59690.3861383749,No,76020.0229203195,22.4514319412058,263.456797704864,6.72136251814663,17048.4170378498,80.0,30-45,0.0,800.315509413817,11.0,Motorcycle_or_truck,Student_or_Unemployed,638.16732804194,0.0,Yes
7482,1.0,-158.86124540424998,-7679.893342199291,Financial,-52.953748468083404,Yes,145.030211540702,Yes,Female,By_16:00,0.849881323054433,0.8550720876082779,3.5437002661637997,5.380665466655049,3.0115848011337203,2.70927946316078,5436.0,53.00091132521629,574.675851842703,2599.6538190924302,56796.8743091908,Yes,21033.7622595409,23.972397707419702,387.62143112397,15.057121543213698,2761.1457283529603,60.0,Below_30,2.0,713.391560977343,12.0,Foot_or_bicycle,Student_or_Unemployed,363.36054632968103,0.0,Yes
1437,8.0,178.883471608167,26408.514768510202,Environment,59.6278238693889,No,442.88912549209294,Yes,Male,After_16:00,0.506996773649007,0.32147742458619205,9.63212120113894,6.66843945859,8.869773026090119,5.197177180089059,6525.0,95.2190564014018,411.20127761626196,5251.29381015345,52791.966468784005,No,196150.777479151,20.2780984714115,112.102654119559,74.3502902099863,3625.10520326826,90.0,Below_30,2.0,683.212434710746,13.0,Public_or_other,Industry_or_other,537.6847446138021,0.0,Yes
1343,1.0,115.712356783048,15815.0647228445,Military,38.570785594349395,No,410.027031577012,Yes,Female,After_16:00,0.6167657955084,0.8987260130234058,1.70346880797297,9.71859933342785,7.9178352467715705,5.00650563277304,7239.0,12.7298610052094,411.807510785111,4923.88533734034,47980.6049962235,Maybe,168122.166623856,20.2930409447453,195.373364020857,3.97109407931566,1536.2762869596202,30.0,30-45,0.0,586.967388877463,8.0,Motorcycle_or_truck,Industry_or_other,350.675852026325,1.0,No
8876,7.0,629.600722911667,151063.170206777,Financial,209.866907637222,No,719.804622403385,No,Female,After_16:00,0.6950933735352011,0.26240504067391196,5.77176591847092,3.32890792749822,7.623844179324809,1.1985348490998102,4399.0,28.1632841797546,666.906360759035,8531.85894555192,76942.41408349719,No,518118.69443328,25.824530213714198,276.06616634478803,76.4719202648848,44263.985828847595,60.0,Below_30,1.0,919.005461747748,5.0,Public_or_other,Hightech,493.618549648556,2.0,No
5693,3.0,702.837235045246,160597.739185759,Healthcare,234.279078348415,No,685.4975711784269,No,Male,By_16:00,0.0199203039519489,0.779994280543178,6.792220328934491,7.613307440187781,6.87144054798409,9.602548393886538,6514.0,84.3875534832478,649.782151857991,8154.54001550025,75176.4289104256,No,469906.92009152204,25.4908248563673,238.42635550491403,70.3259276924655,55130.965630131395,80.0,,2.0,904.2319123064059,9.0,Motorcycle_or_truck,Industry_or_other,501.756437032743,2.0,Yes
8953,2.0,276.847893515676,28907.952244006097,,92.28263117189209,No,313.25452988179404,Yes,Female,After_16:00,0.5774342040531341,0.285679707769305,7.929402443114671,6.49429443059489,1.3662859401665601,2.1527787367813302,7892.0,34.210500842891605,544.201411491929,4220.9481218018,64292.722454290895,No,98128.40049146401,23.328124903042003,256.98852675943,53.6454156739637,8618.36664717937,80.0,Below_30,1.0,856.5693869601781,11.0,Motorcycle_or_truck,Industry_or_other,670.925327258524,0.0,No
7606,1.0,,34657.329339579905,Foreign_Affairs,86.55672105876191,No,400.400210586207,Yes,Female,By_16:00,0.287790240254253,0.69757438916713,0.182389856781811,1.82311058277264,4.85626708250493,8.78801108570769,9071.0,77.935423864983,415.081775745456,4834.16565735299,49392.691274281104,Maybe,160320.328637479,20.3735557953308,160.10152633705601,50.2821936272085,7588.62268150308,40.0,Below_30,3.0,617.512437374729,6.0,,Student_or_Unemployed,407.79763629039496,0.0,No
5108,8.0,287.331192653058,48013.941820278604,Foreign_Affairs,95.7770642176861,No,501.309391893142,No,Male,By_16:00,0.819623333401978,0.282686494290829,8.42796897049993,8.33044718950987,3.3951384620741005,3.7423514877446,4094.0,23.3125061960891,403.219651829166,5819.53322258975,52359.2819517487,Maybe,251311.106400272,20.0803299731146,96.85082788043181,33.0566029762849,9279.02309437645,40.0,Below_30,0.0,664.7558028623471,7.0,Motorcycle_or_truck,Hightech,503.45435405356596,0.0,No
9897,4.0,889.108454766679,123704.412022998,Social,296.369484922226,No,417.3992881064,Yes,Female,After_16:00,0.0676525183953345,0.732175516430289,1.90341095905751,3.62323412671685,,5.4151202575303605,7193.0,53.032665816135705,386.116745385829,4946.22637183565,50693.2594513232,No,174222.165711729,19.649853571612898,150.171265247312,41.6022241348401,88141.24107798788,70.0,Below_30,,665.5087371067569,13.0,Motorcycle_or_truck,Public_Sector,,0.0,Yes
2922,6.0,573.664485177571,100588.178089255,Environment,191.22149505918998,No,526.029660306335,No,Female,By_16:00,0.167526785517111,0.0244634712580591,7.77378425234929,4.231567520182581,3.04120111977682,6.630204927641901,3265.0,27.368618617765602,400.247254748956,6060.79111256126,51712.43202968901,No,276707.203521998,20.006180413785998,108.125216512789,23.1324190506712,36766.8816677311,90.0,45_and_up,2.0,646.5243523604499,10.0,Public_or_other,Industry_or_other,467.397714111512,1.0,Yes
3246,10.0,229.187845909251,19909.5928033678,Financial,76.395948636417,No,260.610584183219,Yes,Male,By_16:00,0.37760413251817204,0.319373337551951,3.2155607081949706,8.54330567177385,5.669410419650379,5.8083061221987,6747.0,76.7802950693294,347.01514912162804,3300.13614007544,41592.4410976098,No,67917.8765883186,18.628342629488802,298.39805591883203,46.87249127309771,5922.73691669448,60.0,Below_30,0.0,542.740980383545,7.0,Public_or_other,Services_or_Retail,408.732575511515,2.0,No
6216,7.0,582.413513214274,50733.6604486525,Healthcare,194.137837738091,No,261.32803908682996,Yes,Male,After_16:00,0.0796470588538796,0.627527793636546,6.97626027278602,6.656601561699059,9.50692584505305,7.06153844948858,5305.0,28.364371391944605,495.823334200679,3604.9270592696503,59015.1113418755,No,68292.3440129676,22.2670908337995,280.927211504835,16.3110789610073,37893.6378793595,80.0,Below_30,1.0,796.431803414187,14.0,Foot_or_bicycle,Student_or_Unemployed,648.115997449786,0.0,Yes
2108,2.0,1026.96860098478,144464.57190173698,Healthcare,342.322866994927,No,422.012625595,Yes,Male,After_16:00,0.6665832423605021,0.32057788036763696,3.80658288020641,7.260582661256191,8.18311104783788,0.7100746361538771,9384.0,62.918721488676994,441.802132295232,5103.73052054046,54294.606853685,No,178094.65616158603,21.019089711384602,98.04720157189259,,,80.0,45_and_up,2.0,695.8279997763279,10.0,Foot_or_bicycle,Hightech,512.009636302238,0.0,Yes
